"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT07","WT08"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-04","4.25",,"0.00","0.0","0.0",,"113","76","  240","  240","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-05","3.80",,"0.00","0.0","0.0",,"112","78","  260","  270","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-06","4.92",,"0.00","0.0","0.0",,"108","79","  240","  250","13.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-07","3.58",,"0.00","0.0","0.0",,"104","79","  240","  160","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-08","4.92",,"0.00","0.0","0.0",,"104","78","  240","  240","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-09","6.71",,"0.00","0.0","0.0",,"102","81","  240","  250","16.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-10","6.93",,"0.01","0.0","0.0",,"97","79","  260","  270","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-11","4.03",,"0.18","0.0","0.0",,"98","76","   20","   40","25.9","38.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-12","4.03",,"0.00","0.0","0.0",,"100","73","  270","  270","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-13","3.58",,"0.00","0.0","0.0",,"96","78","  250","  220","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-14","3.80",,"0.00","0.0","0.0",,"98","72","  140","  180","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-15","5.14",,"0.00","0.0","0.0",,"99","72","  220","  200","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-16","3.36",,"0.00","0.0","0.0",,"99","76","  210","  240","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-17","2.01",,"0.00","0.0","0.0",,"103","75","  200","  280","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-18","3.80",,"0.00","0.0","0.0",,"109","73","  250","  240","15.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-19","4.03",,"0.00","0.0","0.0",,"117","79","  240","  240","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-20","7.61",,"0.00","0.0","0.0",,"114","86","  250","  250","21.0","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-21","4.92",,"0.00","0.0","0.0",,"108","88","  260","  260","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-22","4.92",,"0.00","0.0","0.0",,"109","88","  260","  250","17.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-23","4.70",,"0.00","0.0","0.0",,"109","87","  140","  140","16.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-24","4.25",,"0.00","0.0","0.0",,"107","85","  260","  270","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-25","4.03",,"0.00","0.0","0.0",,"106","85","  230","  240","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-26","3.58",,"0.00","0.0","0.0",,"104","87","  200","  180","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-27","4.70",,"0.06","0.0","0.0",,"108","86","  120","  110","23.0","35.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-28","5.59",,"0.00","0.0","0.0",,"110","87","   40","   50","23.0","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-29","6.93",,"0.51","0.0","0.0",,"104","75","  100","  110","28.0","44.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-06-30","4.70",,"0.01","0.0","0.0",,"93","78","   90","   90","15.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-01","5.82",,"0.03","0.0","0.0",,"93","76","  160","  170","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-02","4.47",,"0.00","0.0","0.0",,"101","81","   40","   40","25.1","31.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-03","3.36",,"0.00","0.0","0.0",,"105","84","  260","  230","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-04","4.92",,"0.00","0.0","0.0",,"107","83","  250","  260","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-05","4.47",,"0.00","0.0","0.0",,"106","84","  220","  210","17.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-06","4.70",,"0.00","0.0","0.0",,"104","81","  250","  220","15.0","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-07","4.92",,"0.00","0.0","0.0",,"104","84","  280","  260","13.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-08","3.36",,"0.00","0.0","0.0",,"106","82","  260","  220","13.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-09","5.14",,"0.00","0.0","0.0",,"108","85","  240","  200","14.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-10","5.59",,"0.00","0.0","0.0",,"108","86","  260","  250","18.1","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-11","4.47",,"0.00","0.0","0.0",,"106","82","  240","  260","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-12","4.03",,"0.00","0.0","0.0",,"107","81","  260","  240","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-13","3.13",,"0.00","0.0","0.0",,"107","82","  250","  250","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-14","4.25",,"0.00","0.0","0.0",,"109","86","  250","  230","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-15","5.37",,"0.00","0.0","0.0",,"109","87","  240","  270","16.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-16","3.80",,"0.00","0.0","0.0",,"106","88","  270","  240","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-17","5.14",,"0.00","0.0","0.0",,"102","89","  170","  190","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-18","4.47",,"0.05","0.0","0.0",,"104","80","  210","  220","19.9","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-19","6.04",,"0.00","0.0","0.0",,"106","86","   40","   40","23.9","28.0",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-20","6.04",,"0.00","0.0","0.0",,"107","86","  120","  150","17.0","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-21","3.36",,"0.00","0.0",,,"109","87","  270","  250","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-22","7.38",,"0.00","0.0","0.0",,"111","90","   10","   20","21.0","30.0",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-23","7.16",,"0.00","0.0","0.0",,"110","87","  260","  230","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-24","5.82",,"0.00","0.0","0.0",,"106","88","  250","  250","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-25","5.82",,"0.00","0.0","0.0",,"106","88","   30","  240","16.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-26",,,"0.00","0.0","0.0",,"110",,"  150","  150","14.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-27","6.26",,"0.00","0.0","0.0",,"111","90","  140","  140","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-28","4.25",,"0.00","0.0","0.0",,"110","88","   50","   50","15.0","19.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-29","7.38",,"0.15","0.0","0.0",,"110","79","   40","  120","32.0","47.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-30","6.04",,"0.00","0.0","0.0",,"100","81","  230","  230","15.0","19.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-07-31","7.61",,"0.00","0.0","0.0",,"101","83","   40","   40","23.0","31.1",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-01","5.82",,"0.00","0.0","0.0",,"98","79","  180","  190","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-02","6.49",,"0.06","0.0","0.0",,"97","75","  240","  240","23.9","32.0","    1",,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-03","4.47",,"0.00","0.0","0.0",,"97","79","   20","   30","25.1","36.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-04","4.25",,"0.00","0.0","0.0",,"99","83","   10","   20","17.0","21.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-05","4.70",,"1.32","0.0","0.0",,"97","70","  260","  260","21.9","29.1","    1","    1","    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-06","2.91",,"0.00","0.0","0.0",,"104","81","  230","  180","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-07","4.47",,"0.00","0.0","0.0",,"107","84","  240","  200","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-08","3.80",,"0.00","0.0","0.0",,"107","85","  250","  250","14.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-09","4.47",,"0.00","0.0","0.0",,"96","78","  110","  180","21.9","34.0",,,"    1",,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-10","4.25",,"0.01","0.0","0.0",,"99","81","  260","  250","16.1","25.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-11","3.58",,"0.49","0.0","0.0",,"96","75","  200","  220","14.1","18.1","    1",,"    1",,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-12","3.36",,"0.00","0.0","0.0",,"103","83","  320","  240","14.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-13","3.80",,"0.00","0.0","0.0",,"105","82","  140","  140","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-14","4.03",,"0.00","0.0","0.0",,"103","83","  190","  110","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-15","3.80",,"0.00","0.0","0.0",,"107","86","  130","  130","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-16","7.38",,"0.00","0.0","0.0",,"109","85","   40","   40","30.0","36.0",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-17","6.26",,"0.00","0.0","0.0",,"107","89","   20","   30","19.9","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-18","7.61",,"0.00","0.0","0.0",,"103","85","   30","   40","21.9","25.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-19","8.50",,"0.01","0.0","0.0",,"102","80","  320","  240","18.1","28.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-20","7.61",,"0.13","0.0","0.0",,"98","79","   40","   40","36.9","48.1",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-21","4.92",,"0.00","0.0","0.0",,"99","79","  210","  230","16.1","21.9",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-22","4.70",,"0.00","0.0","0.0",,"98","78","  330","  260","17.0","23.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-23","6.93",,"0.28","0.0","0.0",,"93","71","   30","  210","21.0","34.0",,,"    1",,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-24","6.49",,"0.00","0.0","0.0",,"100","75","   40","   40","40.9","53.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-25","3.58",,"0.00","0.0","0.0",,"100","76","  270","  230","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-26","5.59",,"0.08","0.0","0.0",,"96","76","   50","   40","19.9","25.1",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-27","5.14",,"0.00","0.0","0.0",,"95","78","   40","   30","17.0","19.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-28","3.80",,"0.00","0.0","0.0",,"97","72","  250","  330","13.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-29","5.14",,"0.00","0.0","0.0",,"103","78","   50","   30","18.1","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-30","2.91",,"0.00","0.0","0.0",,"106","80","  120","  140","21.0","29.1",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-08-31","5.82",,"0.00","0.0","0.0",,"103","87","  100","  120","15.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-01","3.80",,"0.00","0.0","0.0",,"101","85","   60","  270","12.1","17.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-02","2.68",,"0.00","0.0","0.0",,"102","82","  170","  240","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-03","5.82",,"0.00","0.0","0.0",,"103","82","  200","  200","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-04","4.92",,"0.00","0.0","0.0",,"99","76","  220","  180","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-05","3.13",,"0.00","0.0","0.0",,"100","73","  160","  160","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-06","4.25",,"0.00","0.0","0.0",,"98","76","  260","  260","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-07","4.25",,"0.13","0.0","0.0",,"87","76","  150","  160","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-08","4.70",,"0.00","0.0","0.0",,"94","74","  250","  240","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-09","2.91",,"0.00","0.0","0.0",,"102","77","  260","  270","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-10","3.13",,"0.00","0.0","0.0",,"102","77","  230","  240","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-11","3.36",,"0.00","0.0","0.0",,"102","77","  240","  240","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-12","4.25",,"0.00","0.0","0.0",,"97","81","  240","  230","14.1","19.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-13","8.05",,"0.00","0.0","0.0",,"96","78","  250","  170","16.1","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-14","3.36",,"0.00","0.0","0.0",,"96","75","  240","  240","15.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-15","2.46",,"0.00","0.0","0.0",,"95","69","  260","  240","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-16","0.67",,"0.00","0.0","0.0",,"95","65","  230","  210","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-17","0.67",,"0.00","0.0","0.0",,"98","65","  210","  210","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-18","2.91",,"0.00","0.0","0.0",,"102","68","  240",,"8.1",,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-19",,,"0.00","0.0","0.0",,"99","69",,,,,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-20",,,"0.02","0.0","0.0",,"89","77",,,,,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-21","4.92",,"0.00","0.0","0.0",,"97","76","  240","  240","19.9","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-22","4.47",,"0.17","0.0","0.0",,"84","74","  220","  230","17.0","23.0","    1",,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-23","4.92",,"0.00","0.0","0.0",,"85","66","  270","  280","13.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-24","3.80",,"0.00","0.0","0.0",,"89","59","   30","  190","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-25","6.49",,"0.00","0.0","0.0",,"95","72","   30","   40","21.0","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-26","7.38",,"0.00","0.0","0.0",,"90","76","  160","  130","16.1","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-27","6.49",,"0.00","0.0","0.0",,"87","72","   60","   70","25.1","34.0",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-28","5.14",,"0.00","0.0","0.0",,"94","73","   90","  110","14.1","19.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-29","3.80",,"0.00","0.0","0.0",,"92","76","   40","   40","14.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-09-30","3.36",,"0.00","0.0","0.0",,"95","71","   40","   30","18.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-01","3.36",,"0.00","0.0","0.0",,"94","72","  210","  230","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-02","3.36",,"0.23","0.0","0.0",,"82","71","  220","  220","16.1","21.9",,,"    1",,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-03","4.70",,"0.00","0.0","0.0",,"83","67","  230","  230","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-04","2.46",,"0.00","0.0","0.0",,"83","59","  240","  230","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-05","3.36",,"0.00","0.0","0.0",,"86","59","  190","  120","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-06","2.24",,"0.00","0.0","0.0",,"88","64","  170","  170","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-07","3.13",,"0.00","0.0","0.0",,"95","62","   90","   80","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-08","6.49",,"0.01","0.0","0.0",,"96","74","   40","   80","16.1","23.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-09","2.24",,"0.00","0.0","0.0",,"95","70","  140","  150","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-10","3.13",,"0.00","0.0","0.0",,"93","70","  150","  190","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-11","2.46",,"0.00","0.0","0.0",,"93","67","  210","  220","10.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-12","2.46",,"0.00","0.0","0.0",,"90","65","  160","  180","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-13","1.12",,"0.00","0.0","0.0",,"91","62","  230","  150","8.9","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-14","1.12",,"0.00","0.0","0.0",,"93","62","  200","  200","8.1","10.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-15","1.79",,"0.00","0.0","0.0",,"92","63","  160","  170","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-16","1.79",,"0.00","0.0","0.0",,"90","63","  230","  230","10.1","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-17","2.24",,"0.00","0.0","0.0",,"88","64","  250","  210","12.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-18","2.01",,"0.00","0.0","0.0",,"88","64","  230","  210","8.9","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-19","2.91",,"0.00","0.0","0.0",,"91","63","  250","  260","12.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-20","5.14",,"0.00","0.0","0.0",,"96","60","   90","   70","13.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-21","3.58",,"0.00","0.0","0.0",,"94","71","   90","   80","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-22","2.01",,"0.00","0.0","0.0",,"95","69","  120","  220","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-23","1.57",,"0.00","0.0","0.0",,"93","67","  160","  130","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-24","1.79",,"0.00","0.0","0.0",,"89","69","   50","   60","10.1","12.1",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-25","2.46",,"0.00","0.0","0.0",,"89","69","  230","  180","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-26","2.46",,"0.00","0.0","0.0",,"94","66","  190","  200","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-27","2.01",,"0.00","0.0","0.0",,"97","69","  140","  110","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-28","3.36",,"0.00","0.0","0.0",,"92","74","  260","  260","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-29","2.01",,"0.00","0.0","0.0",,"93","64","  150","  140","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-30","2.01",,"0.00","0.0","0.0",,"91","67","  170","  170","8.9","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-10-31","3.13",,"0.00","0.0","0.0",,"83","66","  260","  270","8.1","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-01","1.79",,"0.00","0.0","0.0",,"79","64","  250","  260","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-02","3.13",,"0.00","0.0","0.0",,"83","57","  120","  120","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-03","12.30",,"0.18","0.0","0.0",,"83","63","   60","   40","25.9","33.1","    1",,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-04","4.03",,"0.00","0.0","0.0",,"78","60","   50","   50","35.1","42.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-05","1.79",,"0.00","0.0","0.0",,"80","60","  230","  230","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-06","1.79",,"0.00","0.0","0.0",,"82","59","  230","  240","8.1","13.0",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-07","1.79",,"0.00","0.0","0.0",,"85","59","  230","  220","10.1","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-08","7.83",,"0.00","0.0","0.0",,"89","66","   80","   70","18.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-09","8.72",,"0.00","0.0","0.0",,"84","71","   80","  110","18.1","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-11-10","7.61",,"0.00","0.0","0.0",,"80","61","   70","   50","21.9","29.1",,,,,
